action_index,action_type,travel_mode,start_x,start_y,end_x,end_y,length,cutting_unit_id,segment_id,low_clearance_collision_penalty,collision_penalty,boundary_penalty,safe_lift_count,safe_lift_distance,detour_count,detour_distance,travel_mode_cost,stability_penalty_delta,released_parts_before,released_parts_after,unstable_parts_before,unstable_parts_after,unstable_part_ids_before,unstable_part_ids_after,processed_segments_before,processed_segments_after
52,cut,low_clearance,648.5,289.0,924.5,289.0,276.0,shared_edge:2347:bottom|646:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,4,0,0,,,68,70
53,travel,low_clearance,924.5,289.0,943.5,289.0,19.0,shared_edge:2737:bottom|646:top,,0.0,0.0,0.0,0,0.0,0,0.0,19.0,0.0,4,4,0,0,,,70,70
54,cut,low_clearance,943.5,289.0,971.5,289.0,28.0,shared_edge:2737:bottom|646:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,4,0,0,,,70,71
55,cut,low_clearance,971.5,289.0,971.5,5.0,284.0,shared_edge:646:right|694:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,4,0,0,,,71,73
56,travel,low_clearance,971.5,5.0,1294.5,5.0,323.0,shared_edge:694:right|798:left,,0.0,0.0,0.0,0,0.0,0,0.0,323.0000000000002,0.0,4,4,0,0,,,73,73
57,cut,low_clearance,1294.5,5.0,1294.5,289.0,284.0,shared_edge:694:right|798:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,4,0,0,,,73,75
58,cut,low_clearance,1294.5,289.0,1227.5,289.0,67.0,shared_edge:321:bottom|694:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4,5,0,0,,,75,77
59,cut,low_clearance,1227.5,289.0,1227.5,582.0,293.0,shared_edge:2737:right|321:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5,5,0,0,,,77,79
60,travel,low_clearance,1227.5,582.0,1254.2,582.0,26.700000000000045,shared_edge:1056:bottom|321:top,,0.0,0.0,0.0,0,0.0,0,0.0,26.699999999999818,0.0,5,5,0,0,,,79,79
61,cut,low_clearance,1254.2,582.0,1538.2,582.0,284.0,shared_edge:1056:bottom|321:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5,6,0,0,,,79,80
62,travel,low_clearance,1538.2,582.0,1254.2,612.0,285.5801113523139,shared_edge:1056:left|45:right,,0.0,0.0,0.0,0,0.0,0,0.0,285.5801113523139,0.0,6,6,0,0,,,80,80
63,cut,low_clearance,1254.2,612.0,1254.2,875.0,263.0,shared_edge:1056:left|45:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6,6,0,0,,,80,81
64,travel,low_clearance,1254.2,875.0,1564.9,875.0,310.70000000000005,shared_edge:1056:right|1320:left,,0.0,0.0,0.0,0,0.0,0,0.0,310.6999999999998,0.0,6,6,0,0,,,81,81
65,cut,low_clearance,1564.9,875.0,1564.9,582.0,293.0,shared_edge:1056:right|1320:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6,8,0,0,,,81,83
66,travel,low_clearance,1564.9,582.0,1564.9,875.0,293.0,shared_edge:2259:right|2606:left,,0.0,0.0,0.0,0,0.0,0,0.0,293.0,0.0,8,8,0,0,,,83,83
67,cut,low_clearance,1564.9,875.0,1564.9,1168.0,293.0,shared_edge:2259:right|2606:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,8,10,0,0,,,83,85
68,travel,low_clearance,1564.9,1168.0,2185.6000000000004,1204.0,621.7431061137713,single:2366:top,,0.0,0.0,0.0,0,0.0,0,0.0,621.7431061137713,0.0,10,10,0,0,,,85,85
69,cut,low_clearance,2185.6000000000004,1204.0,2426.6000000000004,1204.0,241.0,single:2366:top,2366:top,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10,10,0,0,,,85,86
70,travel,safe_lift,2426.6000000000004,1204.0,1617.5,289.0,1221.420406739629,shared_edge:1119:left|798:right,,1.0,0.0,0.0,1,1221.420406739629,0,0.0,1471.4204067396286,0.0,10,10,0,0,,,86,86
71,cut,low_clearance,1617.5,289.0,1617.5,5.0,284.0,shared_edge:1119:left|798:right,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,10,12,0,0,,,86,88
72,travel,low_clearance,1617.5,5.0,648.5,5.0,969.0,shared_edge:251:right|646:left,,0.0,0.0,0.0,0,0.0,0,0.0,969.0,0.0,12,12,0,0,,,88,88
73,cut,low_clearance,648.5,5.0,648.5,289.0,284.0,shared_edge:251:right|646:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,12,13,0,0,,,88,89
74,travel,low_clearance,648.5,289.0,648.5,298.0,9.0,shared_edge:1489:bottom|251:top,,0.0,0.0,0.0,0,0.0,0,0.0,9.0,0.0,13,13,0,0,,,89,89
75,cut,low_clearance,648.5,298.0,335.0,298.0,313.5,shared_edge:1489:bottom|251:top,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,13,14,0,0,,,89,91
76,travel,low_clearance,335.0,298.0,314.0,591.0,293.7515957403466,shared_edge:1344:right|482:left,,0.0,0.0,0.0,0,0.0,0,0.0,293.7515957403466,0.0,14,14,0,0,,,91,91
77,cut,low_clearance,314.0,591.0,314.0,891.0,300.0,shared_edge:1344:right|482:left,,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,14,16,0,0,,,91,93
78,travel,low_clearance,314.0,891.0,298.0,891.0,16.0,single:1111:right,,0.0,0.0,0.0,0,0.0,0,0.0,16.0,0.0,16,16,0,0,,,93,93
79,cut,low_clearance,298.0,891.0,298.0,1201.0,310.0,single:1111:right,1111:right,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,16,16,0,1,,1111,93,94
80,cut,low_clearance,298.0,1201.0,5.0,1201.0,293.0,single:1111:top,1111:top,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,16,16,1,1,1111,1111,94,95
